Unkown,DATABASE_NAME,USER_NAME,SESSION_ID,PLAN_ID,TOTAL_SECONDS,SNIPPETS,THROUGH_PUT_ROWS,THROUGH_PUT_SIZE,SQL_TEXT_TYPE,SQL_TEXT_HASH,newline,Clusters
4458,CIW_STAGE,CIW_ETLUSER,8443327,10475887,0,1,0,0,External,445844356,NA,4
4461,CIW_STAGE,CIW_ETLUSER,8433911,10463128,0,1,0,0,External,1580626441,NA,4
4462,CIW_STAGE,CIW_ETLUSER,8429796,10458156,0,1,0,0,External,259061982,NA,4
4463,CIW_STAGE,CIW_ETLUSER,8425193,10453255,0,1,0,0,External,883804858,NA,4
4464,CIW_STAGE,CIW_ETLUSER,8425729,10453849,0,2,0,0,External,670401081,NA,4
4468,CIW_STAGE,CIW_ETLUSER,8440116,10471985,1,1,1,8,External,445844356,NA,4
4470,CIW_STAGE,CIW_ETLUSER,8440124,10471979,0,1,0,0,External,883804858,NA,4
4475,CIW_STAGE,CIW_ETLUSER,8425998,10454074,0,1,0,0,External,883804858,NA,4
4477,CIW_STAGE,CIW_ETLUSER,8422881,10450664,0,4,0,0,External,241491510,NA,4
4478,CIW_STAGE,CIW_ETLUSER,8431292,10459976,1,2,1,24,External,670401081,NA,4
4480,CIW_STAGE,CIW_ETLUSER,8435461,10464541,0,1,0,0,External,1472272850,NA,4
4482,CIW_STAGE,CIW_ETLUSER,8434873,10463999,1,1,1,88,External,1580626441,NA,4
4489,CIW_STAGE,CIW_ETLUSER,8456346,10490497,0,2,0,0,External,670401081,NA,4
4498,CIW_STAGE,CIW_ETLUSER,8448538,10482098,4,4,0,3,External,1637618399,NA,4
4503,CIW_STAGE,CIW_ETLUSER,8429742,10458105,0,1,0,0,External,1953664530,NA,4
4512,CIW_STAGE,CIW_ETLUSER,8433876,10463095,0,1,0,0,External,883804858,NA,4
4513,CIW_STAGE,CIW_ETLUSER,8433900,10463118,0,1,0,0,External,1580626441,NA,4
4514,CIW_STAGE,CIW_ETLUSER,8434923,10464030,0,1,0,0,External,1594037545,NA,4
4517,CIW_STAGE,CIW_ETLUSER,8444150,10476622,0,1,0,0,External,1706266073,NA,4
4519,CIW_STAGE,CIW_ETLUSER,8447585,10480972,3,4,0,0,External,1419359764,NA,4
4520,CIW_STAGE,CIW_ETLUSER,8447756,10481153,0,1,0,0,External,883804858,NA,4
4523,CIW_STAGE,CIW_ETLUSER,8451227,10485173,10,2,0,2,External,670401081,NA,4
4527,CIW_STAGE,CIW_ETLUSER,8453974,10487842,1,1,1,28,External,1116892400,NA,4
4530,CIW_STAGE,CIW_ETLUSER,8434114,10463325,0,1,0,0,External,1706266073,NA,4
4531,CIW_STAGE,CIW_ETLUSER,8433750,10462979,1,1,1,12,External,883804858,NA,4
4541,CIW_STAGE,CIW_ETLUSER,8448771,10482422,0,1,0,0,External,845098298,NA,4
4542,CIW_STAGE,CIW_ETLUSER,8450187,10484079,0,1,0,0,External,1594037545,NA,4
4544,CIW_STAGE,CIW_ETLUSER,8450886,10484815,0,1,0,0,External,1580626441,NA,4
4546,CIW_STAGE,CIW_ETLUSER,8451397,10485334,4,1,0,22,External,1580626441,NA,4
4547,CIW_STAGE,CIW_ETLUSER,8451366,10485313,1,1,1,12,External,883804858,NA,4
4548,CIW_STAGE,CIW_ETLUSER,8453844,10487731,0,1,0,0,External,37562516,NA,4
4551,CIW,CIW_ETLUSER,8455690,10489811,0,1,0,0,External,1830938492,NA,4
4553,CIW_STAGE,CIW_ETLUSER,8442593,10475145,0,1,0,0,External,445844356,NA,4
4554,CIW_STAGE,CIW_ETLUSER,8443335,10475894,0,1,0,0,External,1953664530,NA,4
4557,CIW_STAGE,CIW_ETLUSER,8438786,10468417,1,2,1,24,External,670401081,NA,4
4560,CIW_STAGE,CIW_ETLUSER,8434249,10463492,0,1,0,0,External,15213915,NA,4
4561,CIW_STAGE,CIW_ETLUSER,8435321,10464416,0,1,0,0,External,1580626441,NA,4
4562,CIW_STAGE,CIW_ETLUSER,8434960,10464064,0,1,0,0,External,845098298,NA,4
4563,CIW_STAGE,CIW_ETLUSER,8448800,10482450,0,1,0,0,External,1811111342,NA,4
4564,CIW_STAGE,CIW_ETLUSER,8455931,10490056,1,2,1,24,External,670401081,NA,4
4565,CIW_STAGE,CIW_ETLUSER,8451927,10485810,0,2,0,0,External,670401081,NA,4
4566,CIW,CIW_ETLUSER,8452899,10486830,118,113,0,0,External,160908776,NA,2
4577,CIW_STAGE,CIW_ETLUSER,8434473,10463651,0,1,0,0,External,1594037545,NA,4
4581,CIW_STAGE,CIW_ETLUSER,8434949,10464049,0,1,0,0,External,1594037545,NA,4
4583,CIW_STAGE,CIW_ETLUSER,8440117,10471984,1,1,1,8,External,445844356,NA,4
4588,CIW_STAGE,CIW_ETLUSER,8434181,10463412,0,1,0,0,External,445844356,NA,4
4591,CIW_STAGE,CIW_ETLUSER,8438910,10468610,0,2,0,0,External,670401081,NA,4
4593,CIW_STAGE,CIW_ETLUSER,8437258,10466810,0,1,0,0,External,1594037545,NA,4
4595,CIW_STAGE,CIW_ETLUSER,8449094,10482697,3,3,8,1133,External,637223716,NA,4
4596,CIW_STAGE,CIW_ETLUSER,8449701,10483533,0,1,0,0,External,259061982,NA,4
4597,CIW_STAGE,CIW_ETLUSER,8449765,10483616,0,2,0,0,External,670401081,NA,4
4598,CIW_STAGE,CIW_ETLUSER,8425390,10453460,1,1,0,0,External,1811111342,NA,4
4599,CIW,CIW_ETLUSER,8423170,10450899,2,3,87,51454,External,2098834349,NA,4
4601,CIW_STAGE,CIW_ETLUSER,8429559,10457929,1,2,0,0,External,207393972,NA,4
4603,CIW_STAGE,CIW_ETLUSER,8442744,10475256,1,1,1,16,External,300539526,NA,4
4609,CIW_STAGE,CIW_ETLUSER,8445654,10478648,0,1,0,0,External,300539526,NA,4
4610,CIW_STAGE,CIW_ETLUSER,8449037,10482651,0,2,0,0,External,670401081,NA,4
4612,CIW_STAGE,CIW_ETLUSER,8443507,10476057,0,1,0,0,External,259061982,NA,4
4613,CIW_STAGE,CIW_ETLUSER,8435529,10464625,0,1,0,0,External,445844356,NA,4
4614,CIW_STAGE,CIW_ETLUSER,8434655,10463822,0,1,0,0,External,1594037545,NA,4
4621,CIW_STAGE,CIW_ETLUSER,8425369,10453440,0,1,0,0,External,1811111342,NA,4
4624,CIW_STAGE,CIW_ETLUSER,8426922,10455039,0,2,0,0,External,670401081,NA,4
4625,CIW_STAGE,CIW_ETLUSER,8433809,10463027,0,1,0,0,External,300539526,NA,4
4636,CIW_STAGE,CIW_ETLUSER,8605313,10626653,0,1,0,0,External,1580626441,NA,4
4637,CIW_STAGE,CIW_ETLUSER,8605231,10626576,0,1,0,0,External,883804858,NA,4
4639,CIW_STAGE,CIW_ETLUSER,8611528,10633880,0,1,0,0,External,1811111342,NA,4
4646,CIW_STAGE,CIW_ETLUSER,8603995,10625119,0,1,0,0,External,589537479,NA,4
4647,CIW_STAGE,CIW_ETLUSER,8605150,10626495,0,1,0,0,External,259061982,NA,4
4648,CIW_STAGE,CIW_ETLUSER,8608322,10629950,1,1,0,0,External,1811111342,NA,4
4650,CIW_STAGE,CIW_ETLUSER,8614522,10636983,0,2,0,0,External,670401081,NA,4
4652,CIW_STAGE,CIW_ETLUSER,8611844,10634238,0,1,0,0,External,445844356,NA,4
4654,CIW_STAGE,CIW_ETLUSER,8448448,10481954,0,1,0,0,External,1953664530,NA,4
4656,CIW_STAGE,CIW_ETLUSER,8447544,10480889,0,1,0,0,External,883804858,NA,4
4657,CIW,CIW_ETLUSER,8456412,10490607,5,9,362,31874,External,1225475018,NA,4
4658,CIW,CIW_ETLUSER,8455213,10489270,1,1,1,8,External,1830938492,NA,4
4661,CIW,CIW_ETLUSER,8442007,10474648,45,2,197590,57563531,External,435205309,NA,1
4664,CIW_STAGE,CIW_ETLUSER,8446890,10480150,0,1,0,0,External,300539526,NA,4
4666,CIW_STAGE,CIW_ETLUSER,8440551,10472560,0,1,0,0,External,766992162,NA,4
4670,CIW_STAGE,CIW_ETLUSER,8429247,10457580,1,1,1,12,External,883804858,NA,4
4671,CIW_STAGE,CIW_ETLUSER,8423033,10450779,0,1,0,0,External,1706266073,NA,4
4673,CIW_STAGE,CIW_ETLUSER,8434019,10463243,0,1,0,0,External,1953664530,NA,4
4674,CIW_STAGE,CIW_ETLUSER,8434802,10463945,0,1,0,0,External,300539526,NA,4
4675,CIW_STAGE,CIW_ETLUSER,8438534,10468192,0,1,0,0,External,445844356,NA,4
4676,CIW_STAGE,CIW_ETLUSER,8432573,10461722,0,1,0,0,External,445844356,NA,4
4678,CIW_STAGE,CIW_ETLUSER,8433950,10463173,0,1,0,0,External,845098298,NA,4
4683,CIW_STAGE,CIW_ETLUSER,8445855,10478920,0,1,0,0,External,300539526,NA,4
4685,CIW_STAGE,CIW_ETLUSER,8440893,10473014,0,1,0,0,External,37562516,NA,4
4687,CIW,CIW_ETLUSER,8453966,10487872,26,3,0,0,External,769466968,NA,4
4693,CIW_STAGE,CIW_ETLUSER,8458383,10492750,0,1,0,0,External,1953664530,NA,4
4697,CIW_STAGE,CIW_ETLUSER,8500090,10546388,1,2,1,24,External,670401081,NA,4
4699,CIW_STAGE,CIW_ETLUSER,8613974,10636428,0,1,0,0,External,445844356,NA,4
4702,CIW_STAGE,CIW_ETLUSER,8604595,10625848,0,1,0,0,External,1580626441,NA,4
4705,CIW_STAGE,CIW_ETLUSER,8606843,10628443,0,1,0,0,External,445844356,NA,4
4707,CIW_STAGE,CIW_ETLUSER,8605894,10627173,0,1,0,0,External,1953664530,NA,4
4708,CIW_STAGE,CIW_ETLUSER,8605348,10626682,0,2,0,0,External,670401081,NA,4
4711,CIW_STAGE,CIW_ETLUSER,8612915,10635282,1,1,1,88,External,1580626441,NA,4
4712,CIW_STAGE,CIW_ETLUSER,8613719,10636170,0,1,0,0,External,883804858,NA,4
4714,CIW_STAGE,CIW_ETLUSER,8615176,10637623,2,8,0,0,External,350481294,NA,4
4717,CIW_STAGE,CIW_ETLUSER,8601393,10622453,1,1,1,8,External,445844356,NA,4
4719,CIW_STAGE,CIW_ETLUSER,8607453,10628979,0,1,0,0,External,445844356,NA,4
4720,CIW_STAGE,CIW_ETLUSER,8608327,10629953,1,1,0,0,External,1811111342,NA,4
4721,CIW_STAGE,CIW_ETLUSER,8607649,10629132,0,2,0,0,External,670401081,NA,4
4723,CIW,CIW_ETLUSER,8615117,10637574,1,1,1,8,External,1830938492,NA,4
4726,CIW_STAGE,CIW_ETLUSER,8607127,10628702,1,1,3810,106680,External,259061982,NA,4
4727,CIW_STAGE,CIW_ETLUSER,8602806,10623927,1,2,1,24,External,670401081,NA,4
4741,CIW_STAGE,CIW_ETLUSER,8452304,10486214,3,2,0,8,External,670401081,NA,4
4742,CIW_STAGE,CIW_ETLUSER,8451377,10485323,0,1,0,0,External,1594037545,NA,4
4743,CIW_STAGE,CIW_ETLUSER,8449267,10482942,0,1,0,0,External,1953664530,NA,4
4745,CIW_STAGE,CIW_ETLUSER,8440148,10472011,1,1,1,88,External,1580626441,NA,4
4747,CIW_STAGE,CIW_ETLUSER,8472588,10507872,0,1,0,0,External,300539526,NA,4
4751,CIW_STAGE,CIW_ETLUSER,8468957,10504046,0,1,0,0,External,300539526,NA,4
4754,CIW_STAGE,CIW_ETLUSER,8464096,10498655,1,2,1,24,External,670401081,NA,4
4759,CIW_STAGE,CIW_ETLUSER,8487095,10527537,0,1,0,0,External,1811111342,NA,4
4764,CIW_STAGE,CIW_ETLUSER,8495371,10539666,117,1,0,0,External,445844356,NA,4
4765,CIW,CIW_ETLUSER,8466965,10502130,0,1,0,0,External,1830938492,NA,4
4772,CIW_STAGE,CIW_ETLUSER,8455304,10489385,0,1,0,0,External,445844356,NA,4
4776,CIW_STAGE,CIW_ETLUSER,8433866,10463090,0,1,0,0,External,1811111342,NA,4
4777,CIW_STAGE,CIW_ETLUSER,8434579,10463758,4,4,0,0,External,1463824509,NA,4
4783,CIW_STAGE,CIW_ETLUSER,8435138,10464234,0,1,0,0,External,1811111342,NA,4
4788,CIW_STAGE,CIW_ETLUSER,8434989,10464086,0,1,0,0,External,883804858,NA,4
4789,CIW_STAGE,CIW_ETLUSER,8435464,10464539,0,1,0,0,External,1376441725,NA,4
4790,CIW_STAGE,CIW_ETLUSER,8438424,10468084,0,1,0,0,External,883804858,NA,4
4798,CIW_STAGE,CIW_ETLUSER,8442672,10475196,0,1,0,0,External,300539526,NA,4
4799,CIW_STAGE,CIW_ETLUSER,8442003,10474644,0,1,0,0,External,37562516,NA,4
4802,CIW_STAGE,CIW_ETLUSER,8441115,10473262,0,1,0,0,External,259061982,NA,4
4806,CIW_STAGE,CIW_ETLUSER,8442790,10475321,0,1,0,0,External,1580626441,NA,4
4811,CIW_STAGE,CIW_ETLUSER,8440645,10472672,0,2,0,0,External,670401081,NA,4
4816,CIW_STAGE,CIW_ETLUSER,8500179,10546478,0,1,0,0,External,883804858,NA,4
4826,CIW_STAGE,CIW_ETLUSER,8451704,10485580,1,2,1,24,External,670401081,NA,4
4828,CIW_STAGE,CIW_ETLUSER,8454181,10488040,0,1,0,0,External,445844356,NA,4
4834,CIW_STAGE,CIW_ETLUSER,8429549,10457910,0,1,0,0,External,845098298,NA,4
4835,CIW_STAGE,CIW_ETLUSER,8431319,10460023,0,1,0,0,External,845098298,NA,4
4837,CIW_STAGE,CIW_ETLUSER,8435154,10464246,0,2,0,0,External,670401081,NA,4
4838,CIW_STAGE,CIW_ETLUSER,8434678,10463844,0,1,0,0,External,1580626441,NA,4
4842,CIW_STAGE,CIW_ETLUSER,8434995,10464091,0,1,0,0,External,1594037545,NA,4
4853,CIW_STAGE,CIW_ETLUSER,8442938,10475487,1,1,58,916,External,1376441725,NA,4
4855,CIW_STAGE,CIW_ETLUSER,8441574,10473952,0,1,0,0,External,883804858,NA,4
4862,CIW_STAGE,CIW_ETLUSER,8439855,10471425,0,2,0,0,External,670401081,NA,4
4863,CIW_STAGE,CIW_ETLUSER,8439666,10470927,0,1,0,0,External,845098298,NA,4
4867,CIW_STAGE,CIW_ETLUSER,8425402,10453465,0,1,0,0,External,883804858,NA,4
4868,CIW_STAGE,CIW_ETLUSER,8425467,10453537,0,1,0,0,External,1811111342,NA,4
4870,CIW_STAGE,CIW_ETLUSER,8424556,10452551,0,1,0,0,External,37562516,NA,4
4873,CIW_STAGE,CIW_ETLUSER,8571222,10583457,0,1,0,0,External,1953664530,NA,4
4874,CIW_STAGE,CIW_ETLUSER,8564186,10573427,0,1,0,0,External,1376441725,NA,4
4884,CIW_STAGE,CIW_ETLUSER,8605208,10626556,0,1,0,0,External,132507174,NA,4
4886,CIW_STAGE,CIW_ETLUSER,8612047,10634400,0,1,0,0,External,445844356,NA,4
4888,CIW,CIW_ETLUSER,8601450,10622505,0,1,0,0,External,1152177512,NA,4
4891,CIW_STAGE,CIW_ETLUSER,8602816,10623939,0,1,0,0,External,1580626441,NA,4
4892,CIW_STAGE,CIW_ETLUSER,8601918,10622965,0,1,0,0,External,309478683,NA,4
4894,CIW_STAGE,CIW_ETLUSER,8613637,10636085,0,2,0,0,External,670401081,NA,4
4896,CIW_STAGE,CIW_ETLUSER,8612834,10635196,0,1,0,0,External,300539526,NA,4
4897,CIW_STAGE,CIW_ETLUSER,8612615,10634946,0,1,0,0,External,845098298,NA,4
4899,CIW_STAGE,CIW_ETLUSER,8607329,10628894,0,1,0,0,External,1953664530,NA,4
4903,CIW_STAGE,CIW_ETLUSER,8468973,10504066,0,1,0,0,External,1953664530,NA,4
4904,CIW_STAGE,CIW_ETLUSER,8476276,10511834,0,1,0,0,External,1580626441,NA,4
4913,CIW_STAGE,CIW_ETLUSER,8472418,10507675,0,1,0,0,External,1376441725,NA,4
4914,CIW_STAGE,CIW_ETLUSER,8468891,10503979,0,1,0,0,External,883804858,NA,4
4916,CIW_STAGE,CIW_ETLUSER,8469427,10504527,0,1,0,0,External,445844356,NA,4
4925,CIW_STAGE,CIW_ETLUSER,8475176,10510628,0,1,0,0,External,300539526,NA,4
4926,CIW_STAGE,CIW_ETLUSER,8475683,10511142,1,2,1,28,External,670401081,NA,4
4927,CIW_STAGE,CIW_ETLUSER,8476269,10511819,3,4,0,0,External,2132976186,NA,4
4932,CIW_STAGE,CIW_AI_ETLUSER,8504599,10551901,179,1,179652,15342400,External,910706376,NA,1
4936,CIW_STAGE,CIW_ETLUSER,8490373,10533056,1,2,1,24,External,670401081,NA,4
4937,CIW_STAGE,CIW_ETLUSER,8496005,10540411,1,1,1,88,External,1580626441,NA,4
4938,CIW_STAGE,CIW_ETLUSER,8493629,10537660,1,2,23,368,External,1327137388,NA,4
4949,CIW_STAGE,CIW_ETLUSER,8611295,10633574,1,1,0,0,External,1811111342,NA,4
4951,CIW_STAGE,CIW_ETLUSER,8611576,10633961,1,1,1,8,External,1953664530,NA,4
4956,CIW_STAGE,CIW_ETLUSER,8612395,10634653,0,1,0,0,External,37562516,NA,4
4957,CIW_STAGE,CIW_ETLUSER,8601460,10622510,1,1,1,88,External,1580626441,NA,4
4959,CIW_STAGE,CIW_ETLUSER,8614968,10637456,1,2,1,24,External,670401081,NA,4
4961,CIW_STAGE,CIW_ETLUSER,8613252,10635723,0,2,0,0,External,670401081,NA,4
4962,CIW,CIW_ETLUSER,8613135,10635561,0,4,0,0,External,491896474,NA,4
4965,CIW_STAGE,CIW_ETLUSER,8611812,10634222,0,1,0,0,External,1953664530,NA,4
4967,CIW,CIW_ETLUSER,8614834,10637295,1,4,1,12,External,1458925163,NA,4
4969,CIW_STAGE,CIW_ETLUSER,8601429,10622471,0,1,0,0,External,1594037545,NA,4
4972,CIW_STAGE,CIW_ETLUSER,8602614,10623722,1,1,1,8,External,845098298,NA,4
4973,CIW_STAGE,CIW_ETLUSER,8607644,10629123,0,1,0,0,External,300539526,NA,4
4974,CIW_STAGE,CIW_ETLUSER,8606767,10628350,1,1,1,8,External,1953664530,NA,4
4986,CIW_STAGE,CIW_ETLUSER,8433788,10463013,0,1,0,0,External,1811111342,NA,4
4987,CIW_STAGE,CIW_ETLUSER,8436186,10465506,1,1,1,8,External,845098298,NA,4
4988,CIW_STAGE,CIW_ETLUSER,8434647,10463817,0,1,0,0,External,300539526,NA,4
4991,CIW_STAGE,CIW_ETLUSER,8434423,10463619,0,1,0,0,External,1580626441,NA,4
4993,CIW_STAGE,CIW_ETLUSER,8436970,10466560,0,1,0,0,External,445844356,NA,4
4995,CIW_STAGE,CIW_ETLUSER,8430885,10459395,0,1,0,0,External,445844356,NA,4
4996,CIW_STAGE,CIW_ETLUSER,8421963,10449791,0,1,0,0,External,259061982,NA,4
4997,CIW_STAGE,CIW_ETLUSER,8421824,10449654,0,1,0,0,External,1580626441,NA,4
5001,CIW,CIW_ETLUSER,8426414,10454520,0,1,0,0,External,1830938492,NA,4
5008,CIW_STAGE,CIW_ETLUSER,8605105,10626439,1,2,1,28,External,1813232277,NA,4
5014,CIW_STAGE,CIW_ETLUSER,8564241,10573526,1,1,7948,158960,External,1594037545,NA,4
5019,CIW_STAGE,CIW_ETLUSER,8486589,10526604,0,1,0,0,External,37562516,NA,4
5028,CIW_STAGE,CIW_ETLUSER,8613998,10636451,1,2,1,24,External,670401081,NA,4
5029,CIW,CIW_ETLUSER,8614795,10637265,1,4,1,12,External,2020303725,NA,4
5030,CIW,CIW_ETLUSER,8614523,10637011,1,4,1,12,External,1623163439,NA,4
5033,CIW_STAGE,CIW_ETLUSER,8612876,10635242,2,4,0,0,External,1089058618,NA,4
5034,CIW,CIW_ETLUSER,8613152,10635617,2,4,1,6,External,660569255,NA,4
5035,CIW_STAGE,CIW_ETLUSER,8613201,10635665,0,1,0,0,External,1594037545,NA,4
5039,CIW_STAGE,CIW_ETLUSER,8612866,10635223,0,1,0,0,External,300539526,NA,4
5040,CIW_STAGE,CIW_ETLUSER,8613052,10635455,0,1,0,0,External,300539526,NA,4
5042,CIW,CIW_ETLUSER,8612802,10635167,0,1,0,0,External,1830938492,NA,4
5043,CIW_STAGE,CIW_ETLUSER,8612769,10635138,1,2,1,24,External,670401081,NA,4
5044,CIW_STAGE,CIW_ETLUSER,8612355,10634606,0,1,0,0,External,845098298,NA,4
5045,CIW_STAGE,CIW_ETLUSER,8612222,10634509,0,1,0,0,External,300539526,NA,4
5046,CIW_STAGE,CIW_ETLUSER,8606385,10627875,1,1,0,0,External,1811111342,NA,4
5047,CIW_STAGE,CIW_ETLUSER,8610722,10632810,1,2,1,24,External,670401081,NA,4
5048,CIW,CIW_ETLUSER,8614476,10636941,0,1,0,0,External,52490022,NA,4
5049,CIW_STAGE,CIW_ETLUSER,8613003,10635406,0,2,0,0,External,670401081,NA,4
5052,CIW_STAGE,CIW_ETLUSER,8606905,10628485,0,2,0,0,External,670401081,NA,4
5053,CIW_STAGE,CIW_ETLUSER,8607953,10629501,0,2,0,0,External,1082593202,NA,4
5057,CIW_STAGE,CIW_ETLUSER,8471420,10506639,1,1,2584,51680,External,1594037545,NA,4
5060,CIW_STAGE,CIW_ETLUSER,8601435,10622478,1,1,1,12,External,883804858,NA,4
5065,CIW_STAGE,CIW_ETLUSER,8604207,10625449,0,1,0,0,External,1953664530,NA,4
5066,CIW_STAGE,CIW_ETLUSER,8605404,10626729,0,1,0,0,External,1762037385,NA,4
5069,CIW,CIW_ETLUSER,8612654,10634988,0,1,0,0,External,1830938492,NA,4
5070,CIW_STAGE,CIW_ETLUSER,8463561,10498101,0,1,0,0,External,1811111342,NA,4
5071,CIW_STAGE,CIW_ETLUSER,8462627,10497211,0,1,0,0,External,37562516,NA,4
5073,CIW_STAGE,CIW_ETLUSER,8456659,10490841,0,2,0,0,External,670401081,NA,4
5078,CIW_STAGE,CIW_ETLUSER,8465870,10500554,2,1,1,8,External,300539526,NA,4
5080,CIW_STAGE,CIW_ETLUSER,8471493,10506741,0,1,0,0,External,1811111342,NA,4
5081,CIW_STAGE,CIW_ETLUSER,8468896,10503985,0,1,0,0,External,883804858,NA,4
5087,CIW,CIW_ETLUSER,8458000,10492297,31,48,180034,7921492,External,38895863,NA,2
5088,CIW_STAGE,CIW_ETLUSER,8459777,10494247,1,2,1,24,External,670401081,NA,4
5089,CIW_STAGE,CIW_ETLUSER,8440990,10473095,0,1,0,0,External,883804858,NA,4
5090,CIW_STAGE,CIW_ETLUSER,8440555,10472564,0,1,0,0,External,1811111342,NA,4
5095,CIW_STAGE,CIW_ETLUSER,8447818,10481205,0,1,0,0,External,883804858,NA,4
5096,CIW_STAGE,CIW_ETLUSER,8446238,10479283,0,1,0,0,External,300539526,NA,4
5098,CIW_STAGE,CIW_ETLUSER,8451259,10485188,0,1,0,0,External,883804858,NA,4
5100,CIW,CIW_ETLUSER,8450167,10484062,2,1,1,4,External,1830938492,NA,4
5101,CIW_STAGE,CIW_ETLUSER,8449761,10483615,0,1,0,0,External,445844356,NA,4
5102,CIW_STAGE,CIW_ETLUSER,8449097,10482694,0,1,0,0,External,259061982,NA,4
5105,CIW_STAGE,CIW_ETLUSER,8434506,10463678,0,2,0,0,External,670401081,NA,4
5108,CIW_STAGE,CIW_ETLUSER,8434179,10463405,0,1,0,0,External,1811111342,NA,4
5112,CIW_STAGE,CIW_ETLUSER,8433950,10463173,0,1,0,0,External,845098298,NA,4
5114,CIW_STAGE,CIW_ETLUSER,8434709,10463874,0,1,0,0,External,845098298,NA,4
5116,CIW_STAGE,CIW_ETLUSER,8431470,10460136,0,1,0,0,External,1953664530,NA,4
5117,CIW_STAGE,CIW_ETLUSER,8422069,10449890,8,4,0,0,External,1478416377,NA,4
5119,CIW_STAGE,CIW_ETLUSER,8424437,10452408,0,1,0,0,External,1594037545,NA,4
5120,CIW_STAGE,CIW_ETLUSER,8422207,10450145,2,4,0,0,External,2014705867,NA,4
5121,CIW_STAGE,CIW_ETLUSER,8421933,10449754,1,1,1,8,External,766992162,NA,4
5122,CIW_STAGE,CIW_ETLUSER,8426847,10454948,0,1,0,0,External,1594037545,NA,4
5123,CIW_STAGE,CIW_ETLUSER,8421753,10449588,0,1,0,0,External,300539526,NA,4
5127,CIW_STAGE,CIW_ETLUSER,8446015,10479102,0,2,0,0,External,670401081,NA,4
5130,CIW_STAGE,CIW_ETLUSER,8438304,10467979,1,1,1,88,External,1580626441,NA,4
5133,CIW_STAGE,CIW_ETLUSER,8440124,10471979,0,1,0,0,External,883804858,NA,4
5134,CIW_STAGE,CIW_ETLUSER,8440531,10472513,0,2,0,0,External,670401081,NA,4
5150,AM,AM_AIUSER,8439164,10481375,10,2,13383,27461916,External,56864732,NA,1
5151,CIW,CIW_AI_ETLUSER,8479347,10515902,1,1,1,28,External,1189811969,NA,4
5158,CIW_STAGE,CIW_ETLUSER,8466251,10501121,0,2,0,0,External,670401081,NA,4
5161,CIW,CIW_ETLUSER,8465297,10499795,9,7,0,0,External,1090687471,NA,4
5163,CIW_STAGE,CIW_ETLUSER,8456552,10490737,0,2,0,0,External,670401081,NA,4
5164,CIW_STAGE,CIW_ETLUSER,8454814,10488818,3,2,0,8,External,670401081,NA,4
5166,CIW_STAGE,CIW_ETLUSER,8453064,10486947,1,1,0,0,External,1811111342,NA,4
5169,CIW_STAGE,CIW_ETLUSER,8452126,10485994,2,2,1,12,External,670401081,NA,4
5171,CIW_STAGE,CIW_ETLUSER,8448196,10481545,0,1,0,0,External,445844356,NA,4
5172,CIW_STAGE,CIW_ETLUSER,8449589,10483409,0,1,0,0,External,1811111342,NA,4
5173,CIW_STAGE,CIW_ETLUSER,8449734,10483579,0,1,0,0,External,37562516,NA,4
5174,CIW_STAGE,CIW_ETLUSER,8449734,10483579,0,1,0,0,External,37562516,NA,4
5175,CIW_STAGE,CIW_ETLUSER,8450454,10484413,0,1,0,0,External,445844356,NA,4
5180,CIW_STAGE,CIW_ETLUSER,8460461,10495114,26,6,6649,930844,External,2037012687,NA,4
5182,CIW_STAGE,CIW_ETLUSER,8452103,10485978,2,1,1,4,External,445844356,NA,4
5183,CIW_STAGE,CIW_ETLUSER,8454872,10488870,0,1,0,0,External,37562516,NA,4
5185,CIW_STAGE,CIW_ETLUSER,8466721,10501792,0,1,0,0,External,1580626441,NA,4
5190,CIW_STAGE,CIW_ETLUSER,8467168,10502363,0,1,0,0,External,1472272850,NA,4
5195,CIW_STAGE,CIW_ETLUSER,8446212,10479269,0,1,0,0,External,1811111342,NA,4
5198,CIW,CIW_ETLUSER,8458277,10492669,7,14,2398,211049,External,1038400989,NA,4
5201,CIW_STAGE,CIW_ETLUSER,8459777,10494247,1,2,1,24,External,670401081,NA,4
5202,CIW_STAGE,CIW_ETLUSER,8449272,10483014,1,5,1,12,External,397271681,NA,4
5203,CIW_STAGE,CIW_ETLUSER,8450989,10484913,6,1,0,0,External,1811111342,NA,4
5204,CIW,CIW_ETLUSER,8450751,10484824,2,4,1,6,External,369886005,NA,4
5212,CIW_STAGE,CIW_ETLUSER,8441959,10474603,0,1,0,0,External,1811111342,NA,4
5218,CIW_STAGE,CIW_ETLUSER,8465112,10499437,1,1,1,12,External,883804858,NA,4
5220,CIW_STAGE,CIW_ETLUSER,8460209,10494744,0,1,0,0,External,845098298,NA,4
5224,CIW_STAGE,CIW_ETLUSER,8459515,10493931,0,1,0,0,External,259061982,NA,4
5225,CIW_STAGE,CIW_ETLUSER,8459335,10493713,1,2,1,24,External,670401081,NA,4
5226,CIW_STAGE,CIW_ETLUSER,8463908,10498438,1,1,1,20,External,37562516,NA,4
5227,CIW_STAGE,CIW_ETLUSER,8463100,10497637,1,2,1,24,External,670401081,NA,4
5228,CIW_STAGE,CIW_ETLUSER,8463574,10498113,0,1,0,0,External,1580626441,NA,4
5230,CIW_STAGE,CIW_ETLUSER,8463977,10498525,0,1,0,0,External,1594037545,NA,4
